"Fireplace_Binary","Price","SquareFootage","NumBathrooms","NumBedrooms","PropertyTaxRate","RenovationQuality","LocalAmenities","HouseColor","Floors","IsLuxury"
0,622313.4809,1135.3,2.717534894,4,1.34,"6",6.91,"Yellow",1,1
0,363985.391,778.54,2.993726513,3,1.56,"6.04",2.33,"White",1,0
0,372486.1554,1866.18,2.045315008,3,1.41,"6.42",5.11,"White",1,1
0,517017.3736,1458.01,2.12322477,3,1.83,"6.59",10,"Yellow",1,1
0,492082.8928,1216.56,2.209331184,4,1.04,"7.79",9.46,"Yellow",1,1
0,334199.9353,1289.46,1.087242539,4,1.36,"5.52",4.9,"Green",1,1
0,470665.0211,1364.59,1.850391839,3,0.95,"5.14",5.09,"Yellow",1,0
0,605064.1428,1642.1,2.787044399,3,0.74,"6.5",8,"Blue",1,1
1,660109.3536,1526.53,2.063532157,6,1.27,"7.83",1.28,"Yellow",2,1
1,452288.5216,1906.63,2.437671144,5,2.39,"7.96",5.35,"White",1,1
1,365858.4583,1233.94,2.458507679,3,0.89,"1.33",5.8,"White",2,1
0,456955.7679,838.39,2.636482646,5,1.49,"5.26",6.72,"Yellow",1,1
0,372086.4342,1014.11,2.786899449,3,1.72,"7.4",4.11,"Yellow",1,0
1,299931.0375,1447.86,2.270184312,4,0.81,"4.32",10,"Yellow",2,1
1,386716.6117,948.01,2.859746463,4,1.27,"7.28",3.31,"Blue",1,1
0,425329.428,841.64,2.408433017,2,1.7,"4.44",5.61,"Red",1,0
0,380920.0576,652.85,2.918593491,4,2.38,"4.85",10,"Blue",1,1
0,313323.3904,1259.71,3.097278207,4,0.5,"5.09",4.65,"White",2,1
0,338485.1269,1732.38,1,2,1.83,"3.46",2.6,"Green",1,1
0,423017.0623,1493.58,2.728714736,3,1.36,"6.44",9.52,"Red",1,1
0,542695.4537,1325.64,1.99206173,3,1.47,"2.06",1.28,"Red",1,1
1,300755.5043,1427.72,3.152643658,4,2.59,"2.59",2.38,"Green",1,1
0,287109.9397,1176.46,2.072439302,4,1.68,"5.79",5.44,"Yellow",2,1
0,323479.2753,1593.06,2.545332347,4,1.36,"9.94",7.13,"White",2,1
0,468984.6839,1492,5.295942087,3,1.11,"10",6.87,"Yellow",1,1
0,323473.5061,1331.18,2.3128751,3,1.94,"5.99",7.91,"Blue",1,1
1,288481.2046,976.42,1.893188455,2,1.66,"5.19",2.4,"Green",1,1
0,670334.3299,1399.82,2.598938029,5,1.15,"7.07",7.15,"Blue",1,1
0,337885.0451,1327.52,1.115901567,3,1.15,"5.24",3.99,"Yellow",1,1
0,340874.8921,550,1.748579274,4,1.6,"5.24",3.64,"Red",1,1
0,409990.2258,1900.51,1,3,0.73,"5.98",6.92,"White",2,1
0,680379.2709,1411.04,1,5,2.3,"8.06",7.75,"White",1,1
0,324162.0997,550,2.818082193,4,1.93,"4.68",10,"Blue",1,1
1,373332.3341,1199.21,1.624684726,2,0.82,"6.35",10,"Blue",2,1
1,383062.9673,1114.36,4.80931537,2,1.53,"4.39",5.85,"Blue",1,1
1,640559.025,2336.12,1,6,1.45,"9.19",7.45,"White",2,1
0,543193.7648,1812.59,2.44672782,2,1.41,"6.86",5.57,"Green",1,1
0,518293.9497,1467.33,2.343559315,4,1.09,"4.69",2.97,"Yellow",1,1
0,489889.2199,1120.54,2.551644162,4,1.51,"6.66",4.42,"Green",1,1
0,660281.9581,1529.95,3.632248067,3,1.1,"9.47",3.52,"Green",1,1
0,640803.1033,1599.75,3.250438066,4,1,"4.94",10,"White",1,1
1,301380.6057,550,1.780297087,4,1.84,"4.89",8.05,"Red",2,1
0,298345.4482,1016.49,1.715963464,3,1.13,"6.99",10,"Blue",1,1
0,566227.9255,1146.53,2.241412797,4,0.31,"7.76",9.96,"Yellow",1,1
1,458112.4045,648.52,2.454631683,4,1.33,"4.48",6.89,"White",1,0
0,348718.2566,1269.7,2.771711156,2,1.63,"5.09",5.43,"Red",1,1
1,336313.9307,722.64,2.159495199,4,1.9,"4.24",10,"Yellow",2,1
1,364840.3267,1556.62,1.807103625,3,1.98,"5.11",5.27,"Blue",1,1
0,322889.1985,1241.4,2.54926659,3,1.84,"4.98",10,"Green",1,1
0,340631.8618,980.86,1.592912204,4,2.04,"3.15",7.36,"White",1,1
1,381358.9809,1236.22,1,4,2.27,"2.27",3.41,"White",1,1
0,579176.5925,1396.47,2.717135803,3,1.63,"5.73",1.12,"Red",1,1
0,397345.969,2043.27,1.918029489,2,1.19,"6.28",7.95,"Blue",1,1
1,349805.471,1284.04,2.449250414,3,1.49,"4.18",7.55,"Yellow",1,1
0,373841.5628,1024.7,1.34458366,3,0.88,"4.87",2.74,"White",2,1
1,378609.6357,1179.33,2.590488377,2,0.8,"5.54",5.67,"Yellow",2,1
0,361249.6732,1236.56,1.160033378,5,1.51,"5.93",7.04,"Blue",1,1
0,360643.2227,550,1.766462384,4,1.25,"1.52",10,"Yellow",1,1
1,581250.1542,1752.42,2.625927668,4,2.35,"5.2",8.38,"Red",2,1
0,384455.619,784.31,2.214263707,3,2.03,"7.07",9.26,"Green",1,1
0,424643.659,1431.14,2.409877226,5,1.46,"4.44",4.78,"Green",1,1
0,299949.6785,613.65,2.695548044,3,1.88,"2.17",2.1,"Red",1,1
0,332625.6738,550,1.323873298,2,2,"2.23",7.48,"Yellow",2,1
0,723129.0195,1258.04,4.055110876,4,1.21,"7.56",6.64,"Yellow",1,1
0,303263.1002,1026.89,1.864962926,3,1.05,"6.69",10,"Yellow",2,1
0,542634.4865,1850.41,4.464140153,2,1.25,"4.48",4.57,"Red",1,1
0,719331.4896,1628.62,4.946853616,4,0.59,"10",10,"Blue",1,1
0,491275.8051,1116.13,1.787935436,5,1.71,"3.92",9.98,"Green",1,1
0,452040.361,1389.16,1.929843124,3,1.88,"3.91",6.9,"Yellow",1,1
0,339942.7401,1174.77,1.886354424,3,1.71,"5.75",7.68,"Red",1,0
0,308210.9175,550,1,1,0.75,"1.01",4.64,"Red",1,1
0,350479.6175,1169.45,1,3,2,"5.15",5.01,"White",1,1
0,449710.6488,1979.9,2.257859247,2,1.72,"5.93",2.88,"Green",1,1
0,385714.3105,1287.61,3.128888742,3,1.01,"7.33",7.03,"White",1,1
1,454510.2017,974.21,3.512709786,4,2.01,"5.99",7.82,"Yellow",1,1
0,668647.8979,1714.27,4.363038034,3,1.53,"6.55",7.66,"White",1,1
0,422218.6244,990.36,2.109893688,3,1.48,"3.69",3.63,"Red",2,1
0,285884.5054,966.84,3.345799806,3,1.94,"6.09",8.74,"Blue",2,1
1,558091.1803,1117.64,2.509751132,4,1.93,"9.65",5.81,"Green",1,1
0,373244.7733,1640.53,2.429695148,3,1.32,"8.08",4.81,"Red",2,1
1,280856.0706,897.32,2.022364268,3,2.03,"5.07",1.77,"Red",1,1
0,418571.6063,1594.84,3.453196124,3,0.42,"4.72",8.64,"Green",1,1
1,677502.42,1635.4,5.741850727,3,0.65,"10",10,"Green",2,1
0,529431.1245,1217.68,3.935904275,4,1.52,"7.15",7.46,"Green",1,1
0,562160.7089,645.66,1.669361529,4,0.7,"5.16",4.77,"Yellow",1,1
1,315392.5697,1261.2,1.12703411,5,0.95,"3.69",5.03,"Red",1,1
0,516493.2791,1318.48,3.967822363,2,1.26,"6.22",2.81,"White",1,1
0,486979.2979,1510.55,2.661488467,2,1.23,"8.83",10,"Green",2,1
1,746628.1996,1849.91,2.508526501,3,2.02,"10",7.66,"Green",1,1
0,469333.7639,1465.35,2.784964122,3,1.73,"4.23",10,"White",1,1
0,475423.0378,1421.07,1,4,1.74,"4.94",8.78,"Blue",1,1
0,431806.1057,1036.74,2.751349972,5,1.35,"3.95",6.95,"Yellow",1,1
0,355199.2606,1153.92,1.957054224,3,1.03,"6.09",4.77,"Yellow",1,1
0,356969.6722,1642.29,3.896425622,2,0.72,"7.63",2.8,"Blue",1,1
0,508240.4454,1506.08,2.388027694,4,0.66,"6.7",10,"Green",1,1
0,379621.3228,788.8,4.186419239,3,1.7,"4.27",1.85,"Red",1,0
0,332770.3718,743.83,3.065009116,2,2.21,"5.53",10,"Yellow",1,1
0,620485.497,1093.37,3.634401002,3,1.23,"7.08",7.22,"Red",1,0
0,407233.324,550,3.533675222,4,2.27,"3.34",3.53,"Red",2,1
0,440441.4913,955.82,1.975967913,3,0.73,"4.24",7.42,"Blue",1,1
0,326576.8023,1541.96,1,3,1.39,"5.98",9.5,"Red",1,1
0,434766.9091,2082.88,1,3,0.81,"7.42",10,"Red",1,1
0,346591.1288,2187.19,2.069735566,1,1.38,"5.92",7.69,"Green",1,1
0,305549.9909,1280.31,1.875373694,3,1.89,"5.19",5.06,"Blue",1,1
1,412373.3986,1278.96,3.895312983,2,1.47,"4.56",3.8,"Red",1,1
1,572622.5536,1250.32,2.125449613,4,1.68,"5.81",0.36,"Yellow",1,1
0,431823.3071,2120.93,2.647130908,3,1.61,"5.76",6.15,"Blue",1,1
1,443320.3326,1450.22,1.79038386,3,1.31,"7.85",8.6,"Yellow",1,1
0,291765.9698,1713.06,2.267391822,3,1.92,"8.67",5.4,"Yellow",2,1
1,528127.8507,1420.25,2.677456715,2,0.04,"4.52",3.75,"Green",1,0
0,525813.4096,1115.24,5.154720781,2,1.24,"9.01",6.06,"Yellow",1,1
0,313484.1485,822.24,1.316987291,4,1.6,"6.25",2.09,"Green",1,1
1,545576.5566,980.09,3.023932236,3,2.13,"7.55",6.05,"Red",1,1
0,380247.8732,1841.69,1.543066863,2,2.02,"5.01",6.95,"Green",2,1
0,596871.5103,2186.62,2.246921428,3,1.15,"8.01",10,"Yellow",1,1
1,314277.9998,550,1,1,0.93,"0.03",0.49,"White",1,1
0,384459.5762,1493.52,2.432358658,2,1.1,"4.74",8.92,"Blue",1,1
1,542380.0601,1619.61,2.977796034,2,0.51,"9.42",8.44,"Yellow",1,1
0,310063.45,864.89,1.482028653,4,2.28,"2.75",5.38,"Yellow",2,1
0,538399.5854,1396.88,1.958538944,5,2.06,"7.48",2.89,"White",2,1
0,356002.4758,2173.85,3.817769313,2,0.93,"9.65",8.3,"Green",1,1
0,748256.0279,1842.17,2.913336189,4,1.6,"5.76",2.53,"Red",1,1
0,338905.9794,1252.56,2.686558193,2,2.18,"5.91",10,"White",1,1
1,433254.7866,983.44,3.3910436,4,1.09,"6.26",2.77,"Red",1,1
0,554555.2712,821.43,3.767153873,3,1.68,"4.44",8.25,"Yellow",1,1
1,342470.7477,1267.8,1.302946708,4,1.66,"4.81",2.13,"White",1,1
1,320569.0269,1124.19,1.980240231,3,2.15,"5.53",2.87,"Green",1,1
0,331474.4211,550,1.527471749,4,1.68,"2.64",4.98,"White",1,1
1,446114.0807,890,2.244007695,5,0.16,"5.54",9.88,"Green",1,1
0,644478.1921,2203.77,3.478018275,3,1.23,"8.95",6.12,"White",1,1
0,317819.7604,550,2.036535458,3,2.55,"5.23",5.77,"Red",2,1
0,350380.8319,1082.65,3.360885507,3,1.77,"5.7",2.82,"Yellow",1,1
0,340315.5408,1500.9,2.547085751,5,1.39,"8.24",7.87,"White",1,1
0,414412.5618,883.15,1.288352805,4,0.67,"6.57",10,"Green",1,1
0,600335.1548,2727.04,3.511151829,4,0.46,"4.89",2.34,"Yellow",1,1
0,509765.5037,808.35,3.343907539,4,0.92,"7.53",8.18,"Green",2,1
0,427689.9658,1856.98,2.846272555,3,2.17,"7.42",10,"Red",1,1
1,339797.2043,1181.53,3.990125472,2,1.13,"5.31",7.97,"Yellow",1,1
0,316604.0103,1336.16,2.244199193,3,0.97,"5.68",7.07,"Yellow",2,1
1,358909.4737,1520.86,1.142978336,3,1.92,"4.93",10,"White",1,1
0,586225.2075,1531.42,2.729428491,4,0.86,"6.06",3.31,"Red",1,1
0,407629.4936,785.82,1.296052258,5,0.78,"4.15",4.61,"Blue",1,1
1,336680.2021,1352.5,1,5,0.87,"7.72",6.55,"Yellow",2,1
0,464796.0271,796.19,3.477119693,4,1.54,"6.27",6.61,"Blue",1,1
0,469779.5525,692.32,2.244203873,4,0.94,"6.59",9.51,"Yellow",1,1
0,441105.0733,2167.29,1,3,1.2,"8.45",4.13,"Red",2,1
0,399559.1881,859.96,3.326735552,3,2.21,"5.36",6.78,"Green",1,0
0,413163.3197,1075.91,2.778943002,4,1.2,"7.23",0.74,"Yellow",1,1
1,358905.9131,976.75,2.323556012,4,2.02,"5.49",1.42,"Blue",1,1
0,335423.1111,811.92,2.15794969,4,1.21,"1.57",0.79,"Yellow",1,0
0,497093.5765,817.6,3.678763092,4,0.57,"4.03",5.71,"White",1,1
1,481902.0478,1411.64,2.950652426,3,1.4,"5.33",7.69,"Blue",1,1
1,560377.0145,2033.79,2.776980852,2,1.12,"6.57",5.37,"Green",1,1
0,564217.122,1968.46,1.830296148,4,1.7,"7.4",10,"Yellow",2,1
0,311591.5511,1168.93,3.352902047,4,1.43,"5.17",7.37,"Yellow",1,1
1,402488.8464,1017.6,3.786214089,3,1.31,"4.92",6.67,"Blue",1,0
0,281180.6138,1099.56,1.507324874,3,1.5,"4.39",3.57,"Yellow",2,1
1,390743.2922,901.73,1.398480829,4,1.39,"4.95",7.48,"Yellow",1,0
0,380733.0623,872.78,2.334516372,3,1.69,"4.43",7.45,"Red",1,1
0,500296.9494,1221.08,1,4,1.03,"4.61",4.04,"Green",1,1
0,397043.65,933.54,2.791542213,3,1.8,"5.22",9.86,"Blue",1,0
0,414012.7775,1522.53,2.090728194,2,1.74,"2.49",2.54,"Red",1,1
0,491132.4585,2072.28,3.312519796,4,1.23,"7.22",9.97,"Green",1,1
0,298228.7665,1306.61,1.881131222,5,1.44,"8.35",5.57,"Blue",1,1
1,506388.8471,801.77,1.571140719,5,0.98,"4.21",5.02,"Red",2,1
1,322181.3029,934.62,2.7828403,3,1.25,"5.74",4.06,"Green",1,1
0,502926.1317,1236.81,2.092959943,3,0.61,"5.15",8.1,"White",1,1
0,373177.5445,583.03,1,1,1.03,"1.08",4.18,"Green",1,0
1,418979.6667,1720.27,2.1008598,3,2.3,"3.08",4.59,"Red",1,1
0,303146.052,863.99,2.350976374,3,1.77,"6.23",10,"Red",2,1
0,345974.6345,1401.23,3.168090756,4,1.33,"8.73",7.79,"Green",1,0
0,469454.3563,1191.4,3.374912851,3,1.09,"5.67",9.53,"Yellow",1,1
0,330090.5606,550,3.599558832,3,1.62,"3.73",6.85,"Yellow",2,1
0,299140.8378,1821.84,1,3,2.26,"3.92",2.66,"Yellow",1,1
1,373445.2218,1182.99,2.027478942,2,1.39,"2.16",7.54,"Blue",2,1
0,571365.9853,1476.04,3.02543034,4,1.46,"4.1",5.45,"White",1,0
0,477183.1747,1701.34,1.086999666,3,0.01,"6.46",7.47,"Green",1,1
1,454144.7834,1367.63,2.772316639,2,1.12,"7.64",0.56,"Blue",1,0
0,443378.8118,1011.04,3.717889431,4,1.51,"9.64",7.55,"White",1,1
0,348991.4784,1398.64,1,3,1.39,"7.43",8.36,"Green",1,1
0,315102.2944,1309.65,2.013369338,3,2.08,"9.34",1.09,"Green",1,1
0,503314.3608,1899.3,1.67056062,3,1.11,"6.2",6.03,"Red",1,1
0,330576.3618,1247.11,3.585773676,4,0.99,"4.77",5.79,"White",1,1
0,733103.4288,1377.9,3.615851772,5,0.84,"6.9",6.93,"Red",2,1
1,463435.9881,1742.26,2.924457025,3,1.01,"5.4",9.96,"Yellow",1,1
0,477452.2338,1871.75,3.072478137,4,1.26,"9.89",5.49,"White",1,1
0,325830.4139,1076.83,1,3,1.39,"4.27",8.52,"Blue",1,1
0,330395.2954,761.51,2.150357571,4,1.41,"4.71",8.35,"Green",1,1
0,318574.8172,1109.14,1.75331202,3,1.89,"5.23",6.81,"Red",1,1
0,431107.0448,723.29,3.357200029,3,0.99,"8.64",8.52,"White",1,1
1,417832.9095,1127.89,3.08952377,4,1.15,"6.06",0.27,"Blue",2,1
0,334482.7915,1789.32,2.146673218,3,1.16,"5.07",8.01,"Yellow",1,1
0,392990.4556,1203.36,2.672449185,2,0.66,"6.52",3.97,"Yellow",1,0
0,305092.5135,1274.02,2.058710274,4,2.08,"8.08",0.26,"Yellow",2,1
0,463689.7188,2163.35,3.986764045,4,1.51,"7.87",10,"Yellow",1,1
0,300628.8077,550,1.276473826,1,1.31,"1.26",4.67,"White",1,1
0,300684.2367,1470.97,2.175998385,4,1.83,"5.25",10,"Green",1,1
1,500642.8657,1417.24,2.365780051,4,1.36,"10",10,"Yellow",1,0
0,384852.8758,622.97,4.010238832,3,0.79,"3.85",2.24,"Blue",1,1
0,377781.3912,550.89,2.670658129,5,1.58,"3.76",4.54,"Red",1,1
1,290681.4959,550,1,4,1.7,"3.07",9.15,"White",1,1
0,504948.6069,1725.96,1.946801203,4,2.03,"4.67",0.47,"Green",1,1
1,506088.6728,1421.32,2.702095156,3,0.93,"5.06",9.14,"White",2,0
0,373827.7512,840.12,2.472431705,3,1.53,"7.39",3.74,"Yellow",1,1
0,574797.8715,1371.48,4.325577171,4,1.48,"6.3",6.2,"Yellow",1,1
0,373416.1307,1314.28,3.217797722,4,1.36,"5.26",9.71,"Red",1,0
0,332259.4237,656.16,2.642604117,4,1.28,"3.62",1.7,"Red",1,1
1,346632.8721,1385.14,3.075106684,3,1.06,"5.82",5.92,"Yellow",2,1
0,484163.7669,1442.01,2.08040968,3,1.93,"2.55",6.56,"Yellow",1,0
0,354630.7593,851.58,2.756879317,5,2.33,"3.59",4.08,"White",1,0
0,716433.5331,1740.34,2.080995385,4,0.76,"8.31",6.78,"Blue",1,1
0,584773.6586,1698.19,2.242258772,4,2.25,"3.87",9.83,"Blue",1,1
0,543120.4207,1476.09,2.97776404,3,1.66,"5.3",1.76,"Yellow",1,1
0,316592.6204,1386.37,1.732594418,3,1.14,"6.34",6.99,"Yellow",2,1
0,293872.7446,1264.37,1.831226078,4,0.87,"5.95",6.98,"Yellow",1,1
0,304817.7262,1157.68,1.025736516,3,1.4,"5.82",10,"Green",1,1
0,407645.5491,762.09,4.639227508,3,1.8,"7.3",3.55,"Red",1,1
1,557907.882,1366.15,1.704649758,4,1.5,"6.27",3.71,"Yellow",1,1
0,408791.31,1806.23,3.472112645,1,1.91,"7.84",9.17,"Yellow",1,1
0,517881.0845,1573.65,2.852884075,3,0.95,"5.45",3.25,"White",2,1
0,355748.8956,1444.86,1.835684224,2,1.65,"2.68",10,"White",1,1
0,488247.7457,904.71,3.243498909,4,1.51,"3.81",7.76,"White",1,1
0,286754.0923,671.79,1.273647109,4,1.49,"5.57",8.52,"Yellow",2,1
0,374306.8394,1199.76,3.438765492,3,1.06,"3.54",4.33,"Red",1,1
0,309018.0742,792.4,3.994737994,3,1.29,"9.42",7.01,"Green",1,1
1,317603.9583,1010.05,1.107212124,3,0.11,"3.28",8.19,"Yellow",1,1
0,319230.5488,1010.17,1,4,2.21,"5.01",10,"Green",2,1
0,819202.2259,1820.84,3.142204794,4,0.57,"4.6",4.11,"Green",1,1
0,338874.9432,746.19,2.681863253,3,1.85,"4.51",10,"Green",1,1
1,333690.06,1717.65,3.469669949,3,1.34,"6.05",7,"Green",1,1
1,530368.3448,1259.6,3.021256655,2,1.61,"3.89",7.35,"White",1,1
0,286637.4928,550,3.889545179,3,1.75,"4.67",5.47,"Red",1,1
0,463281.4699,1061.65,3.470261807,5,1.77,"3.9",2.66,"Red",1,1
0,439736.5995,1054.45,1.209994446,4,1.1,"7.47",8.14,"White",1,1
0,505151.2756,2177.7,3.355930759,2,1.33,"7.15",7.96,"Yellow",1,1
1,569970.3125,1490.23,2.178167054,5,1.19,"6.07",9.49,"Green",1,1
0,387589.0129,873.68,3.144285154,3,0.97,"3.91",6.87,"White",1,1
0,485007.0675,1724.11,2.165729143,2,1.55,"7.03",4.91,"White",2,1
0,506032.5354,1392.98,3.425531099,5,1.11,"9.22",6.17,"White",1,1
0,507981.2627,1579.72,3.107888032,4,1.56,"2.36",6.22,"White",1,1
0,453631.532,550,2.092646457,3,0.54,"5.68",8.83,"White",1,1
0,876062.3682,2282.45,2.476883881,5,1.14,"7.49",5.15,"White",1,1
0,363179.2547,963.49,2.351893792,3,1.78,"6.41",10,"Green",2,1
0,387702.7452,1014.08,2.684357525,4,1.03,"6.35",9.45,"White",1,1
0,480624.165,1106.34,4.453795884,3,0.42,"6.5",3.71,"Red",1,1
0,499211.8898,1704.06,2.801518337,2,0.77,"3.86",4.91,"White",1,1
0,347310.1185,1468.73,3.190979483,2,0.94,"8.12",4.89,"Yellow",1,1
0,458241.994,1180.85,2.464266351,4,1.54,"5.75",8.24,"Green",1,1
0,300227.2395,1536.47,2.195288044,2,1.74,"2.38",6.41,"Blue",2,1
1,485149.4351,2393.06,3.673648726,4,0.59,"8.06",9.14,"Green",2,1
0,337752.827,1297.31,3.409991183,4,1.67,"10",5.21,"Green",1,1
1,333793.7857,1498.62,1.535401783,3,0.99,"6.96",10,"Green",1,1
0,323895.5717,550,1.908902833,5,0.44,"6.14",3.6,"Yellow",2,1
0,352552.9691,1405.05,1.501829236,4,1.29,"10",6.37,"Blue",1,1
0,368673.76,617.3,2.574004056,3,1.47,"4.25",7.35,"White",1,1
1,491609.262,1819.02,1.140312099,3,1.02,"5.13",3.13,"Red",1,1
1,346686.6221,718.51,1.752650482,3,1.31,"7.46",9.68,"Blue",2,1
0,317035.3403,2166.82,1.319076184,4,1.92,"4.62",6.19,"Red",1,1
0,341377.1702,1196.66,1,3,2.07,"4.82",4.3,"Yellow",2,1
0,790443.2183,2131.78,4.023463727,4,2.53,"9.22",6.73,"Blue",2,1
0,565300.7513,1831.94,2.283459527,3,1.44,"2.49",8.85,"Red",1,1
0,336276.9028,965.01,2.81199008,4,1.63,"5.44",10,"Red",1,0
0,381307.9566,923.6,3.450385606,4,1.42,"5.86",3.54,"Yellow",1,1
0,372767.7884,1178.17,1.420791698,3,0.1,"8.05",3.52,"White",1,1
0,319753.5556,1090.75,2.419598447,3,0.83,"3.18",6.78,"Red",2,1
0,465727.5718,1754.22,2.271053311,5,1.54,"7.55",10,"Yellow",1,1
1,289914.9883,550,1.201810367,3,0.98,"1.39",9.01,"Yellow",1,1
0,433475.4898,671.38,1.028600172,5,0.88,"6.29",10,"Blue",1,1
0,521223.2561,1747.75,2.076796876,4,1.28,"5.14",10,"White",1,1
0,462140.1472,1930.82,2.627478048,3,1.48,"4.99",8.77,"Yellow",1,0
0,655183.3652,1450.16,1.69414352,4,0.69,"9.07",5.92,"Blue",1,1
1,300545.6297,786.76,2.099575376,2,1.05,"6.61",2.41,"Yellow",1,1
1,357602.8609,1332.85,3.5701783,4,2.07,"5.41",2.61,"Red",2,1
0,475264.6945,1005.21,3.849777736,4,0.73,"7.21",9.66,"Green",1,1
0,329310.4682,1865.6,4.15925944,3,0.91,"6.84",9.86,"Blue",1,0
0,425692.9945,879.16,3.371174749,4,1.99,"6.62",10,"Blue",1,1
0,1024519.119,1875.44,3.663731655,5,0.77,"8.18",5.34,"Blue",1,0
1,529170.2351,1506.32,2.248913076,3,1,"6.41",10,"White",1,1
0,585684.5332,1352.56,3.851260193,4,0.85,"5.16",6.47,"Blue",1,1
0,506727.4175,1403.34,2.397441767,3,1.84,"5.21",8.27,"Red",1,1
0,355192.0153,1615.16,1,4,1.96,"4.41",10,"Red",1,1
0,518253.3659,1085.41,3.425430312,4,1.15,"3.9",6.68,"Yellow",1,1
1,430986.6528,1290.08,3.25108953,3,0.82,"5.49",2.64,"Blue",1,0
0,314726.1984,1251.41,3.082831495,2,1.7,"6.02",4.46,"White",1,1
0,319372.9775,1443.32,1,4,1.53,"4.52",7.93,"Yellow",1,1
0,449529.6374,1183,2.195319416,4,0.47,"7.36",8.86,"Red",1,1
0,378370.4141,1418.33,3.779331891,3,0.87,"8.59",6.78,"Red",1,1
0,740112.2268,2547.46,4.099522714,5,1.61,"10",4.75,"Blue",1,1
1,316909.5352,930.04,3.673093499,3,0.82,"5.01",8.1,"Yellow",1,1
0,969059.6957,1259.29,4.215965427,5,1.07,"8.74",7.08,"Red",1,1
0,554080.7887,1594.37,2.034835603,3,0.59,"5.46",5.57,"White",1,1
0,527018.0762,1071.04,3.846410068,3,1.97,"6.79",4.68,"Yellow",1,1
0,323789.908,553.44,1.993973357,4,0.99,"1.48",3.06,"Red",1,0
0,550994.9312,2235.66,5.447427195,3,1.33,"6.38",8.07,"Yellow",1,1
0,400168.3896,1027.16,2.300659761,4,1.2,"5.23",5.67,"Red",1,1
0,505005.466,1239.85,3.216056701,2,1.27,"4.68",4.41,"Green",1,1
0,293853.7085,1204.2,1.916328858,3,1.94,"4.57",5.14,"White",1,1
0,327347.9656,1261.06,1,3,1.17,"3.95",5.6,"White",1,0
0,359293.2998,1678.43,3.590328643,4,1.33,"5.32",10,"Red",1,1
0,689258.045,2068.36,3.02415473,4,2.1,"8.03",7.86,"Yellow",2,1
0,432803.8536,998.05,1.650275685,5,2.21,"6.5",2.92,"Green",1,1
0,293640.4683,1220.52,1,2,0.65,"4.08",1.45,"Green",1,0
1,300974.5539,1258.83,2.035274271,2,0.96,"5.2",4.33,"Blue",1,1
0,316473.2471,936.15,2.26227244,3,1.37,"5.24",5.65,"White",1,1
0,381979.7939,1424.81,4.543231399,1,1.19,"3.69",8.7,"Blue",2,1
0,391493.9671,1538.64,3.229407787,2,1.25,"7.19",8.17,"Red",1,0
0,705360.8368,1781.54,2.913001785,3,1.72,"7.56",6.39,"Yellow",2,1
0,678290.7408,2114,4.308808129,4,1.41,"8.02",4.63,"Red",1,1
0,739123.5425,2344.1,1.847602324,3,1.56,"9.83",10,"Red",1,1
0,283615.4031,1734.6,2.776515644,1,1.94,"6.87",5.21,"Blue",1,1
0,368668.559,960.64,2.149745338,4,1.12,"5.74",8.84,"Green",1,0
0,459321.3611,550,1.285762707,4,1.86,"7.5",6.17,"Yellow",1,1
0,354094.8412,550,3.633748742,3,0.99,"3.05",8.1,"Yellow",1,1
0,337678.9155,1547.04,2.607252895,3,3.18,"5",10,"Blue",1,1
0,321152.9688,1161.42,1,4,0.76,"7.84",4.15,"Green",1,1
1,443302.0701,1456.69,2.560510955,4,2.36,"4.39",5.23,"Red",1,1
0,437886.321,1183.87,1.098274888,5,1.57,"6.66",0.19,"White",1,0
1,421281.1787,837.88,2.325056594,4,1.11,"6.52",2.42,"Blue",1,1
0,533299.9959,1405.16,3.335502094,3,1.73,"6.23",7.21,"Blue",1,1
0,367857.0917,1399.45,1.357921117,3,1.84,"3.92",5.43,"Blue",1,1
1,407612.3561,1144.41,1,4,1.88,"4.12",3.7,"White",1,1
1,380018.3714,1125.46,3.102663032,4,1.9,"8.07",10,"Yellow",1,1
1,423092.3785,1379.65,2.115694965,5,1.29,"5.99",10,"Red",1,0
0,470067.4985,1755.32,2.403515741,4,0.79,"6.9",9.87,"Red",1,1
0,281812.0299,1099.92,1.566274921,3,1.61,"1.79",5.23,"Yellow",1,1
0,331897.4486,1129.74,1.988186489,4,0.88,"4.2",4.98,"White",1,1
0,301183.2875,1314.37,1,4,1.76,"5.86",5.96,"Green",1,1
0,420325.6531,1091.16,2.048895801,4,1.13,"7.65",4.34,"White",1,1
0,455628.2404,1463.73,3.3484204,4,1.7,"5.7",9.47,"Yellow",1,0
1,376791.9595,924,1.570725349,4,1.79,"6.07",6.81,"White",1,1
0,476293.4389,1619.76,3.114892968,3,1.61,"6.17",4.8,"Yellow",1,0
0,619336.2494,1161.33,2.0872523,4,1.8,"8.41",8.89,"Green",1,1
0,403407.0994,1428.71,2.254396104,3,0.49,"7.73",10,"Blue",1,0
0,631038.2748,1301.89,2.752838541,4,2.16,"6.14",6.42,"White",1,1
1,754848.4025,2496.76,3.742168642,4,1.82,"7.01",3.85,"White",1,1
0,410773.7438,1223.21,2.300069676,2,1.76,"5.79",8.4,"Yellow",1,1
1,288793.2703,688.72,2.261950982,2,0.55,"5.34",5.5,"Red",1,1
